Stazione,Latitudine,Longitudine,Data_Ora,CO (mg/m³),Direzione_Vento (°N),NO2 (µg/m³),NOx (ppb),NO (ppb),O3 (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Umidità_Relativa (%),Velocità_Vento (m/s)
Melfi,40.983888,15.639722,07/01/2021 23:00,0.71,70.0,14.02,9.17,1.84,46.17,11.89,0.8,945.25,0.12,3.74,5.64,99.49,1.09
Melfi,40.983888,15.639722,08/01/2021 00:00,0.78,77.0,12.69,8.45,1.82,45.74,16.17,0.6,944.7,0.12,3.28,5.55,99.69,1.04
Melfi,40.983888,15.639722,08/01/2021 01:00,0.78,123.0,12.02,8.23,1.94,44.75,24.53,0.2,943.96,0.12,3.98,5.38,99.91,0.87
Melfi,40.983888,15.639722,08/01/2021 02:00,0.77,133.0,9.89,6.7,1.52,47.85,24.14,0.0,943.6,0.12,3.75,5.37,100.02,0.6
Melfi,40.983888,15.639722,08/01/2021 03:00,0.69,347.0,9.25,6.58,1.74,44.17,75.83,0.0,943.16,0.12,3.39,5.5,100.02,0.44
Melfi,40.983888,15.639722,08/01/2021 04:00,0.9,306.0,9.22,6.39,1.57,40.3,-9999.0,0.0,942.55,0.12,3.15,5.62,100.02,0.4
Melfi,40.983888,15.639722,08/01/2021 05:00,0.9,109.0,8.05,5.92,1.71,39.66,94.21,0.0,942.45,0.12,3.38,5.99,100.02,0.26
Melfi,40.983888,15.639722,08/01/2021 06:00,0.96,320.0,9.52,6.62,1.64,41.25,134.97,0.0,942.46,0.12,3.27,5.83,100.01,0.37
Melfi,40.983888,15.639722,08/01/2021 07:00,0.95,353.0,14.49,9.48,1.9,44.1,78.97,0.0,942.8,0.12,3.41,5.41,100.02,1.06
Melfi,40.983888,15.639722,08/01/2021 08:00,0.92,347.0,15.94,11.51,3.18,61.85,60.98,0.2,943.11,2.26,4.33,4.7,100.03,1.57
Melfi,40.983888,15.639722,08/01/2021 09:00,1.02,348.0,12.17,8.27,1.91,68.77,49.81,0.0,943.69,19.04,4.69,4.45,100.03,1.61
Melfi,40.983888,15.639722,08/01/2021 10:00,1.11,343.0,10.56,7.84,2.31,69.97,28.38,0.0,944.18,28.67,4.92,4.64,100.03,1.82
Melfi,40.983888,15.639722,08/01/2021 11:00,1.21,255.0,11.54,8.43,2.39,63.84,49.28,0.0,944.44,46.11,5.37,5.18,100.02,0.39
Melfi,40.983888,15.639722,08/01/2021 12:00,1.21,348.0,12.53,9.35,2.8,60.1,62.77,0.0,944.24,62.79,4.43,5.31,100.02,1.68
Melfi,40.983888,15.639722,08/01/2021 13:00,1.15,349.0,12.87,8.64,1.91,58.23,73.13,0.0,944.27,30.32,3.94,5.09,100.03,1.86
Melfi,40.983888,15.639722,08/01/2021 14:00,1.08,349.0,11.46,8.0,2.01,60.67,23.8,0.2,944.16,15.8,3.66,4.57,100.03,1.7
Melfi,40.983888,15.639722,08/01/2021 15:00,1.12,347.0,11.54,7.76,1.73,63.31,17.42,1.6,944.81,17.43,3.64,4.21,100.04,1.52
Melfi,40.983888,15.639722,08/01/2021 16:00,0.76,348.0,10.84,7.35,1.68,-9999.0,16.45,2.2,945.38,9.07,4.0,4.05,100.04,2.06
Melfi,40.983888,15.639722,08/01/2021 17:00,0.77,323.0,9.01,6.31,1.6,58.36,15.61,3.0,945.33,1.41,4.72,4.23,100.02,0.44
Melfi,40.983888,15.639722,08/01/2021 18:00,0.69,304.0,9.36,6.46,1.57,63.74,18.13,2.2,945.81,0.12,3.8,3.93,100.03,1.21
Melfi,40.983888,15.639722,08/01/2021 19:00,0.72,318.0,11.2,7.47,1.61,67.93,13.25,0.6,946.0,0.12,3.31,3.88,100.03,2.009
Melfi,40.983888,15.639722,08/01/2021 20:00,0.73,322.0,11.01,7.19,1.43,65.69,20.98,0.2,946.21,0.12,3.8,4.0,100.03,1.73
Melfi,40.983888,15.639722,08/01/2021 21:00,0.84,329.0,12.34,8.1,1.65,63.18,24.46,0.0,946.86,0.12,4.26,4.27,100.03,2.13
Melfi,40.983888,15.639722,08/01/2021 22:00,0.8,321.0,13.06,8.42,1.59,62.51,41.0,0.2,947.26,0.12,3.8,4.39,100.03,1.87
Melfi,40.983888,15.639722,08/01/2021 23:00,0.87,292.0,12.48,8.14,1.61,60.64,17.23,0.2,947.46,0.12,3.99,4.52,100.03,1.95
Melfi,40.983888,15.639722,09/01/2021 00:00,0.87,296.0,12.07,7.87,1.56,61.8,23.94,0.0,947.68,0.12,3.58,4.52,100.03,2.06
Melfi,40.983888,15.639722,09/01/2021 01:00,0.85,278.0,9.79,6.88,1.76,63.29,21.59,0.0,947.77,0.13,4.07,4.5,100.03,1.63
Melfi,40.983888,15.639722,09/01/2021 02:00,0.97,274.0,8.75,6.15,1.57,58.98,44.15,0.0,947.85,0.12,2.83,4.63,100.03,1.41
Melfi,40.983888,15.639722,09/01/2021 03:00,0.84,348.0,8.83,6.17,1.55,59.1,55.0,0.0,947.73,0.13,2.39,4.65,100.02,1.06
Melfi,40.983888,15.639722,09/01/2021 04:00,0.42,304.0,8.87,6.4,1.76,58.17,13.73,0.0,947.94,0.12,2.96,4.63,100.02,1.23
Melfi,40.983888,15.639722,09/01/2021 05:00,0.47,346.0,9.82,6.67,1.54,60.65,10.81,0.8,947.94,0.12,2.8,4.52,100.03,1.48
Melfi,40.983888,15.639722,09/01/2021 06:00,0.46,349.0,9.8,6.9,1.77,58.75,8.36,0.4,948.04,0.12,2.9,4.34,100.03,1.52
Melfi,40.983888,15.639722,09/01/2021 07:00,0.54,355.0,11.32,7.56,1.64,56.28,10.48,0.2,948.35,0.12,3.12,4.27,100.03,1.31
Melfi,40.983888,15.639722,09/01/2021 08:00,0.51,355.0,12.81,8.77,2.07,53.84,15.04,0.2,948.68,1.51,3.26,4.24,100.03,0.9
Melfi,40.983888,15.639722,09/01/2021 09:00,0.62,355.0,13.08,8.95,2.11,54.66,16.67,1.0,948.97,16.79,4.0,4.15,100.03,0.91
Melfi,40.983888,15.639722,09/01/2021 10:00,0.67,76.0,13.4,9.01,2.01,50.72,20.67,0.2,948.85,20.24,4.05,4.37,100.03,0.75
Melfi,40.983888,15.639722,09/01/2021 11:00,0.72,98.0,12.08,8.51,2.19,51.12,17.85,0.2,948.43,29.81,4.34,4.43,100.03,1.72
Melfi,40.983888,15.639722,09/01/2021 12:00,0.7,92.0,11.1,7.69,1.88,54.17,17.32,2.4,947.59,31.8,4.97,4.46,100.04,1.79
Melfi,40.983888,15.639722,09/01/2021 13:00,0.58,98.0,11.27,7.94,2.05,56.37,21.07,1.0,946.52,71.02,4.93,4.58,100.04,2.91
Melfi,40.983888,15.639722,09/01/2021 14:00,0.75,73.0,12.91,8.74,1.99,56.74,29.71,2.0,946.64,23.82,4.3,4.28,100.04,1.92
Melfi,40.983888,15.639722,09/01/2021 15:00,0.68,86.0,14.09,9.43,2.06,-9999.0,38.41,2.4,946.73,7.15,4.43,4.18,100.04,1.88
Melfi,40.983888,15.639722,09/01/2021 16:00,0.34,66.0,13.21,9.02,2.11,59.66,33.96,1.0,947.16,4.0,4.7,3.96,100.03,1.73
Melfi,40.983888,15.639722,09/01/2021 17:00,0.35,75.0,14.74,10.18,2.47,61.59,48.18,0.6,947.77,0.49,5.04,3.8,100.03,1.49
Melfi,40.983888,15.639722,09/01/2021 18:00,0.44,104.0,11.24,8.13,2.25,63.88,41.2,0.6,948.23,0.12,4.9,3.81,100.03,1.06
Melfi,40.983888,15.639722,09/01/2021 19:00,0.46,87.0,11.42,7.87,1.89,59.43,38.66,0.2,948.36,0.12,4.27,3.96,100.03,0.82
Melfi,40.983888,15.639722,09/01/2021 20:00,0.36,14.0,10.55,7.22,1.7,58.34,34.34,0.4,948.74,0.12,3.88,3.88,100.03,0.72
Melfi,40.983888,15.639722,09/01/2021 21:00,0.39,14.0,9.91,6.63,1.45,58.31,42.53,0.0,948.73,0.12,3.86,3.81,100.03,0.69
Melfi,40.983888,15.639722,09/01/2021 22:00,0.37,10.0,9.78,6.86,1.75,58.83,23.6,0.4,949.01,0.12,3.93,3.7,100.03,0.66
Melfi,40.983888,15.639722,09/01/2021 23:00,0.43,81.0,10.88,7.24,1.55,58.99,27.44,0.0,948.53,0.12,3.89,3.69,100.03,1.23
Melfi,40.983888,15.639722,10/01/2021 00:00,0.42,83.0,7.94,5.96,1.81,59.05,37.84,1.0,948.49,0.13,4.14,3.76,100.03,1.3
Melfi,40.983888,15.639722,10/01/2021 01:00,0.36,79.0,7.77,5.63,1.57,57.61,32.98,0.0,948.24,0.12,4.15,3.74,100.03,1.64
Melfi,40.983888,15.639722,10/01/2021 02:00,0.41,79.0,7.49,5.68,1.76,53.86,15.95,0.4,948.06,0.12,3.92,3.7,100.03,1.67
Melfi,40.983888,15.639722,10/01/2021 03:00,0.5,84.0,7.13,5.24,1.51,55.77,22.76,1.4,948.05,0.13,3.74,3.64,100.03,2.12
Melfi,40.983888,15.639722,10/01/2021 04:00,0.51,10.0,7.38,5.62,1.76,53.82,18.63,0.0,947.96,0.13,3.52,3.72,100.03,1.12
Melfi,40.983888,15.639722,10/01/2021 05:00,0.53,69.0,7.43,5.36,1.48,54.45,35.29,1.2,947.49,0.13,3.3,3.91,100.02,0.39
Melfi,40.983888,15.639722,10/01/2021 06:00,0.61,93.0,7.31,5.47,1.65,53.86,-9999.0,0.6,947.45,0.13,3.39,3.9,100.03,1.4
Melfi,40.983888,15.639722,10/01/2021 07:00,0.67,110.0,8.16,5.97,1.7,54.44,-9999.0,0.8,947.42,0.13,3.32,3.88,100.03,1.16
Melfi,40.983888,15.639722,10/01/2021 08:00,0.62,109.0,7.73,5.83,1.79,58.27,25.35,3.0,947.25,2.56,3.31,3.94,100.03,1.38
Melfi,40.983888,15.639722,10/01/2021 09:00,0.62,82.0,10.4,7.68,2.23,50.91,20.8,2.8,947.29,8.66,3.87,4.01,100.03,1.22
Melfi,40.983888,15.639722,10/01/2021 10:00,0.64,92.0,10.42,8.86,3.43,54.5,18.44,0.0,947.55,51.41,3.76,4.34,100.03,2.04
Melfi,40.983888,15.639722,10/01/2021 11:00,0.64,97.0,9.95,7.38,2.18,58.57,23.52,0.4,947.74,49.98,4.12,4.56,100.04,1.21
Melfi,40.983888,15.639722,10/01/2021 12:00,0.74,112.0,9.52,7.22,2.24,59.5,29.31,0.0,946.26,88.45,6.11,5.03,100.03,1.38
Melfi,40.983888,15.639722,10/01/2021 13:00,0.82,77.0,9.11,6.57,1.8,57.48,38.27,0.0,945.06,69.41,5.0,5.05,100.04,1.29
Melfi,40.983888,15.639722,10/01/2021 14:00,0.76,78.0,9.71,6.84,1.76,-9999.0,23.04,0.0,944.13,65.57,4.64,5.33,100.04,1.29
Melfi,40.983888,15.639722,10/01/2021 15:00,0.63,80.0,9.45,6.82,1.88,58.43,14.21,0.0,943.62,48.06,4.3,5.27,100.03,1.42
Melfi,40.983888,15.639722,10/01/2021 16:00,0.41,349.0,9.13,6.65,1.88,58.77,14.02,0.0,944.02,20.58,4.82,5.37,100.03,0.9
Melfi,40.983888,15.639722,10/01/2021 17:00,0.52,87.0,12.17,8.4,2.04,53.73,12.28,0.0,942.93,5.08,4.08,5.5,100.02,0.79
Melfi,40.983888,15.639722,10/01/2021 18:00,0.46,10.0,10.0,6.95,1.72,61.29,15.68,0.2,942.66,0.13,4.49,5.14,100.03,0.94
Melfi,40.983888,15.639722,10/01/2021 19:00,0.46,297.0,8.87,6.35,1.71,62.03,13.12,1.8,944.38,0.14,4.89,5.14,100.03,2.32
Melfi,40.983888,15.639722,10/01/2021 20:00,0.56,348.0,8.42,6.0,1.6,60.72,18.23,2.0,944.75,0.13,5.6,5.11,100.03,1.84
Melfi,40.983888,15.639722,10/01/2021 21:00,0.62,315.0,8.28,5.95,1.61,60.56,11.36,2.6,945.06,0.13,4.56,5.1,100.03,1.56
Melfi,40.983888,15.639722,10/01/2021 22:00,0.5,302.0,7.04,5.4,1.71,62.57,11.34,2.8,945.35,0.14,4.94,4.81,100.03,2.41
Melfi,40.983888,15.639722,10/01/2021 23:00,0.5,295.0,6.59,5.05,1.6,61.91,14.38,0.4,945.54,0.13,4.69,4.69,100.03,1.83
Melfi,40.983888,15.639722,11/01/2021 00:00,0.43,332.0,5.9,4.68,1.6,60.51,11.7,0.2,945.35,0.13,4.95,4.64,100.03,1.21
Melfi,40.983888,15.639722,11/01/2021 01:00,0.44,303.0,5.61,4.59,1.65,60.34,6.22,0.0,945.18,0.13,4.79,4.58,100.03,1.08
Melfi,40.983888,15.639722,11/01/2021 02:00,0.43,318.0,6.04,4.7,1.54,63.25,10.21,0.0,945.6,0.13,4.85,4.41,100.03,1.71
Melfi,40.983888,15.639722,11/01/2021 03:00,0.37,348.0,5.53,4.5,1.61,67.41,9.71,0.0,946.01,0.13,4.5,4.12,100.04,2.09
Melfi,40.983888,15.639722,11/01/2021 04:00,0.53,318.0,5.48,4.49,1.62,68.14,10.8,0.0,946.23,0.14,4.1,3.86,100.04,1.87
Melfi,40.983888,15.639722,11/01/2021 05:00,0.38,304.0,5.94,4.74,1.63,67.26,11.9,0.0,946.33,0.14,3.94,3.61,100.04,1.61
Melfi,40.983888,15.639722,11/01/2021 06:00,0.49,267.0,5.38,4.29,1.48,65.38,-9999.0,0.0,946.59,0.14,3.78,3.49,100.03,1.22
Melfi,40.983888,15.639722,11/01/2021 07:00,0.47,275.0,5.58,4.36,1.44,63.68,-9999.0,0.0,947.08,0.15,3.74,3.34,100.03,1.03
Melfi,40.983888,15.639722,11/01/2021 08:00,0.47,287.0,6.76,5.2,1.67,59.62,-9999.0,0.0,947.63,1.59,4.57,3.18,100.03,0.75
Melfi,40.983888,15.639722,11/01/2021 09:00,0.55,193.0,8.86,6.78,2.15,51.31,-9999.0,0.0,948.27,11.21,4.78,3.27,100.03,0.55
Melfi,40.983888,15.639722,11/01/2021 10:00,0.51,297.0,9.8,7.21,2.08,47.67,17.16,0.0,949.16,23.35,4.4,3.4,100.04,0.31
Melfi,40.983888,15.639722,11/01/2021 11:00,0.48,299.0,8.64,6.38,1.86,47.82,18.76,0.0,949.63,51.75,5.06,3.4,100.04,0.68
Melfi,40.983888,15.639722,11/01/2021 12:00,0.42,347.0,9.06,6.34,1.6,51.42,18.95,0.0,949.48,56.59,4.45,3.28,100.04,0.75
Melfi,40.983888,15.639722,11/01/2021 13:00,0.4,294.0,7.72,5.77,1.74,-9999.0,22.59,0.0,948.97,61.7,4.85,3.36,100.0,0.76
Melfi,40.983888,15.639722,11/01/2021 14:00,0.41,345.0,8.12,6.3,2.06,47.79,20.13,0.0,948.45,69.01,5.13,3.46,99.54,0.91
Melfi,40.983888,15.639722,11/01/2021 15:00,0.43,328.0,11.12,7.46,1.64,46.27,15.98,0.0,948.47,36.19,4.7,3.55,98.39,0.75
Melfi,40.983888,15.639722,11/01/2021 16:00,0.52,285.0,9.72,6.85,1.76,42.77,21.67,0.0,948.57,20.87,4.59,3.63,97.66,0.67
Melfi,40.983888,15.639722,11/01/2021 17:00,0.54,349.0,10.63,7.08,1.52,41.92,23.04,0.0,948.8,4.38,5.16,3.51,97.46,1.21
Melfi,40.983888,15.639722,11/01/2021 18:00,0.6,352.0,14.09,9.1,1.72,40.54,17.92,0.0,948.97,0.13,4.6,3.22,97.62,1.13
Melfi,40.983888,15.639722,11/01/2021 19:00,0.62,341.0,16.03,10.2,1.82,36.87,19.19,0.0,949.23,0.13,4.55,3.0,97.68,0.98
Melfi,40.983888,15.639722,11/01/2021 20:00,0.68,287.0,13.59,8.97,1.87,35.67,28.96,0.4,949.4,0.13,4.7,3.12,97.29,0.51
Melfi,40.983888,15.639722,11/01/2021 21:00,0.75,75.0,15.83,10.25,1.97,26.92,31.96,0.0,949.4,0.13,4.96,3.32,97.0,0.24
Melfi,40.983888,15.639722,11/01/2021 22:00,0.75,300.0,14.59,9.44,1.81,27.5,21.03,0.0,949.38,0.13,4.2,3.27,96.91,0.72
Melfi,40.983888,15.639722,11/01/2021 23:00,0.64,253.0,10.44,7.12,1.66,37.03,13.53,0.0,949.26,0.13,4.53,3.24,97.25,0.31
Melfi,40.983888,15.639722,12/01/2021 00:00,0.6,318.0,8.7,6.21,1.66,40.97,11.29,0.0,948.83,0.13,5.01,3.19,97.1,0.52
Melfi,40.983888,15.639722,12/01/2021 01:00,0.62,299.0,7.95,5.95,1.79,45.18,11.03,0.0,948.8,0.14,4.67,2.98,97.08,1.07
Melfi,40.983888,15.639722,12/01/2021 02:00,0.59,283.0,6.85,5.41,1.83,42.18,9.77,0.0,948.85,0.13,4.02,3.17,97.25,0.7
Melfi,40.983888,15.639722,12/01/2021 03:00,0.6,318.0,7.47,5.3,1.39,44.7,14.58,0.0,948.76,0.13,3.99,3.34,97.47,0.89
Melfi,40.983888,15.639722,12/01/2021 04:00,0.42,349.0,7.49,5.51,1.6,44.07,22.67,0.0,948.41,0.13,4.23,3.31,97.94,0.88
Melfi,40.983888,15.639722,12/01/2021 05:00,0.32,329.0,7.84,5.9,1.8,45.79,67.95,0.0,948.1,0.13,4.24,3.22,98.44,1.51
Melfi,40.983888,15.639722,12/01/2021 06:00,0.32,321.0,9.04,6.39,1.66,45.85,45.03,0.0,948.14,0.13,3.73,3.12,99.14,1.92
Melfi,40.983888,15.639722,12/01/2021 07:00,0.41,314.0,9.76,6.78,1.67,45.64,28.29,0.4,948.25,0.13,4.45,3.23,99.6,1.74
Melfi,40.983888,15.639722,12/01/2021 08:00,0.45,349.0,10.98,7.45,1.7,44.99,16.7,0.0,948.29,0.53,5.04,3.19,99.9,1.62
Melfi,40.983888,15.639722,12/01/2021 09:00,0.48,348.0,12.57,8.57,2.0,44.57,23.0,0.0,948.51,6.24,5.7,3.19,100.04,1.92
Melfi,40.983888,15.639722,12/01/2021 10:00,0.43,336.0,13.74,9.3,2.12,47.49,11.73,0.0,948.93,23.13,5.47,3.22,100.04,2.84
Melfi,40.983888,15.639722,12/01/2021 11:00,0.48,346.0,13.11,8.71,1.86,48.5,13.86,0.0,949.19,23.7,5.0,3.22,100.05,2.31
Melfi,40.983888,15.639722,12/01/2021 12:00,0.48,328.0,13.56,8.97,1.88,-9999.0,15.21,0.0,948.84,26.78,5.32,3.23,100.05,2.33
Melfi,40.983888,15.639722,12/01/2021 13:00,0.5,345.0,12.95,8.74,1.97,52.18,9.36,0.0,948.14,45.04,5.05,3.4,100.04,2.58
Melfi,40.983888,15.639722,12/01/2021 14:00,0.48,346.0,12.8,8.63,1.94,53.18,9.33,0.0,947.63,52.49,4.65,3.65,100.04,2.45
Melfi,40.983888,15.639722,12/01/2021 15:00,0.46,337.0,11.54,8.0,1.96,54.09,7.5,0.0,947.18,85.91,4.63,4.07,100.04,1.66
Melfi,40.983888,15.639722,12/01/2021 16:00,0.77,345.0,12.18,8.26,1.89,53.5,3.9,0.0,947.09,59.33,5.13,4.25,99.8,1.53
Melfi,40.983888,15.639722,12/01/2021 17:00,0.81,318.0,12.9,8.45,1.71,49.91,2.48,0.0,947.08,10.1,5.57,4.05,98.66,0.94
Melfi,40.983888,15.639722,12/01/2021 18:00,0.79,323.0,10.26,7.12,1.75,43.34,5.97,0.0,947.2,0.12,5.17,3.91,97.21,0.53
Melfi,40.983888,15.639722,12/01/2021 19:00,0.94,292.0,13.59,8.64,1.54,37.16,-9999.0,0.0,947.21,0.12,5.12,3.66,96.42,0.69
Melfi,40.983888,15.639722,12/01/2021 20:00,0.92,7.0,14.03,10.45,3.11,29.86,-9999.0,0.0,947.08,0.11,4.78,3.1,96.04,0.29
Melfi,40.983888,15.639722,12/01/2021 21:00,1.06,240.0,13.12,9.97,3.11,26.95,10.16,0.0,946.96,0.12,5.33,2.28,95.89,0.44
Melfi,40.983888,15.639722,12/01/2021 22:00,1.06,133.0,11.22,8.99,3.12,37.43,-9999.0,0.0,946.87,0.11,5.19,1.57,96.49,0.28
Melfi,40.983888,15.639722,12/01/2021 23:00,0.99,255.0,11.98,8.17,1.9,56.8,-9999.0,0.0,946.75,0.12,4.72,3.69,93.18,3.9
Melfi,40.983888,15.639722,13/01/2021 00:00,0.91,266.0,13.86,9.17,1.92,58.19,9.05,0.0,946.47,0.13,5.01,4.29,82.44,4.18
Melfi,40.983888,15.639722,13/01/2021 01:00,0.84,279.0,13.23,8.65,1.73,60.32,7.16,0.0,946.1,0.12,4.82,4.45,77.74,3.67
Melfi,40.983888,15.639722,13/01/2021 02:00,0.79,267.0,14.0,9.17,1.85,64.38,8.46,0.0,946.09,0.12,3.92,4.97,70.07,4.83
Melfi,40.983888,15.639722,13/01/2021 03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,9.86,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Melfi,40.983888,15.639722,13/01/2021 04:00,0.48,267.0,14.99,9.72,1.89,66.41,9.03,0.0,945.75,0.13,3.93,4.78,68.02,4.71
Melfi,40.983888,15.639722,13/01/2021 05:00,0.48,266.0,14.21,9.23,1.81,67.41,8.36,0.0,945.75,0.12,3.29,4.63,66.3,5.3
Melfi,40.983888,15.639722,13/01/2021 06:00,0.4,260.0,10.23,6.96,1.61,73.64,7.49,0.0,945.93,0.13,4.11,4.96,61.42,5.58
Melfi,40.983888,15.639722,13/01/2021 07:00,0.54,260.0,9.78,6.78,1.67,77.53,19.07,0.0,945.76,0.12,3.5,5.24,64.959,5.5
Melfi,40.983888,15.639722,13/01/2021 08:00,0.54,259.0,8.2,5.84,1.55,76.05,20.2,0.0,945.97,9.74,4.64,5.26,68.16,5.2
Melfi,40.983888,15.639722,13/01/2021 09:00,0.57,254.0,9.24,6.87,2.04,74.8,7.86,0.0,946.5,29.57,5.83,5.68,67.2,5.17
Melfi,40.983888,15.639722,13/01/2021 10:00,0.55,265.0,9.55,7.09,2.09,74.74,9.52,0.0,947.11,259.92,5.37,6.69,62.55,4.92
Melfi,40.983888,15.639722,13/01/2021 11:00,0.5,269.0,12.55,8.72,2.15,-9999.0,10.48,0.0,947.61,409.89,4.54,7.89,58.8,4.36
Melfi,40.983888,15.639722,13/01/2021 12:00,0.39,277.0,13.51,8.83,1.76,73.67,13.24,0.0,947.49,465.37,4.45,8.93,55.26,3.61
Melfi,40.983888,15.639722,13/01/2021 13:00,0.48,291.0,11.2,7.57,1.71,80.9,14.18,0.0,946.96,481.35,4.8,9.94,46.88,2.98
Melfi,40.983888,15.639722,13/01/2021 14:00,0.43,293.0,14.31,9.43,1.95,83.19,18.89,0.0,946.59,426.62,4.98,9.91,48.82,3.76
Melfi,40.983888,15.639722,13/01/2021 15:00,0.45,296.0,12.25,8.24,1.83,81.49,20.05,0.0,946.67,313.72,5.11,10.1,47.12,2.82
Melfi,40.983888,15.639722,13/01/2021 16:00,0.44,318.0,11.27,7.45,1.56,81.84,14.55,0.0,947.02,156.98,4.89,9.59,43.03,2.19
Melfi,40.983888,15.639722,13/01/2021 17:00,0.52,323.0,13.96,9.97,2.67,76.07,8.17,0.0,947.62,16.04,4.72,7.71,54.04,1.5
Melfi,40.983888,15.639722,13/01/2021 18:00,0.69,232.0,13.52,9.55,2.47,53.42,8.3,0.0,948.54,0.16,5.42,4.58,72.5,1.61
Melfi,40.983888,15.639722,13/01/2021 19:00,0.77,268.0,16.72,10.68,1.94,58.41,17.14,0.0,949.42,0.16,4.99,4.25,77.57,1.79
Melfi,40.983888,15.639722,13/01/2021 20:00,0.8,283.0,12.75,8.38,1.71,66.88,36.78,0.0,950.18,0.16,3.95,4.14,82.27,1.97
Melfi,40.983888,15.639722,13/01/2021 21:00,0.76,292.0,11.87,8.02,1.81,72.51,12.26,0.0,950.65,0.16,4.2,5.18,82.29,1.95
Melfi,40.983888,15.639722,13/01/2021 22:00,0.79,289.0,12.59,8.3,1.71,65.59,2.97,0.0,950.79,0.16,4.0,5.08,84.02,1.8
Melfi,40.983888,15.639722,13/01/2021 23:00,0.85,255.0,15.06,10.32,2.44,55.47,3.91,0.0,950.72,0.16,4.05,4.54,85.49,1.79
Melfi,40.983888,15.639722,14/01/2021 00:00,0.91,253.0,11.7,7.76,1.64,52.89,13.88,0.0,950.36,0.16,4.0,3.88,85.68,2.19
Melfi,40.983888,15.639722,14/01/2021 01:00,0.9,260.0,10.33,7.02,1.62,57.11,8.8,0.0,950.24,0.16,4.34,3.82,82.82,2.56
Melfi,40.983888,15.639722,14/01/2021 02:00,0.93,261.0,10.55,7.11,1.59,63.19,10.01,0.0,949.66,0.16,4.38,3.8,80.31,2.64
Melfi,40.983888,15.639722,14/01/2021 03:00,0.8,264.0,10.48,7.34,1.86,64.2,12.91,0.0,949.43,0.15,3.59,4.04,73.05,1.98
Melfi,40.983888,15.639722,14/01/2021 04:00,0.4,259.0,8.38,6.28,1.9,56.0,20.12,0.0,948.11,0.16,3.4,2.55,75.44,1.32
Melfi,40.983888,15.639722,14/01/2021 05:00,0.34,266.0,10.29,7.17,1.79,64.12,13.54,0.0,946.81,0.16,3.39,3.27,68.15,3.36
Melfi,40.983888,15.639722,14/01/2021 06:00,0.23,269.0,14.17,9.28,1.87,72.85,9.49,0.0,946.27,0.16,3.65,5.93,49.92,5.28
Melfi,40.983888,15.639722,14/01/2021 07:00,0.15,282.0,13.95,9.12,1.82,80.0,9.27,0.0,946.09,0.17,4.21,6.85,48.16,4.54
Melfi,40.983888,15.639722,14/01/2021 08:00,0.17,253.0,11.15,7.73,1.9,80.84,6.3,0.0,944.92,12.12,4.42,7.18,56.01,6.9
Melfi,40.983888,15.639722,14/01/2021 09:00,0.26,236.0,8.04,5.98,1.77,80.38,8.28,0.0,944.27,39.49,5.83,7.98,64.959,8.52
Melfi,40.983888,15.639722,14/01/2021 10:00,0.31,257.0,9.16,6.56,1.77,-9999.0,4.91,0.0,944.08,246.38,4.94,9.08,66.64,9.03
Melfi,40.983888,15.639722,14/01/2021 11:00,0.3,261.0,10.11,7.09,1.8,74.96,11.12,0.0,944.05,410.01,5.21,10.33,66.37,8.86
Melfi,40.983888,15.639722,14/01/2021 12:00,0.4,268.0,10.71,7.35,1.75,73.45,7.39,0.0,943.6,479.63,3.92,11.04,66.56,8.93
Melfi,40.983888,15.639722,14/01/2021 13:00,0.5,268.0,12.29,8.32,1.89,71.03,4.76,0.0,943.19,453.23,5.61,10.77,70.59,9.08
Melfi,40.983888,15.639722,14/01/2021 14:00,0.51,268.0,14.89,9.65,1.86,68.81,9.25,0.0,942.92,386.03,4.12,11.05,69.71,7.51
Melfi,40.983888,15.639722,14/01/2021 15:00,0.53,269.0,14.34,9.27,1.76,71.44,9.05,0.0,942.95,158.39,4.68,10.66,70.2,7.35
Melfi,40.983888,15.639722,14/01/2021 16:00,0.34,269.0,13.89,9.24,1.98,71.04,7.01,0.0,942.94,110.08,4.89,10.65,71.19,6.97
Melfi,40.983888,15.639722,14/01/2021 17:00,0.38,272.0,14.78,9.53,1.8,68.74,9.19,0.0,942.9,20.74,5.14,9.83,75.39,6.3
Melfi,40.983888,15.639722,14/01/2021 18:00,0.5,269.0,14.03,9.2,1.86,68.23,3.3,0.0,943.49,0.16,5.47,9.29,77.52,4.75
Melfi,40.983888,15.639722,14/01/2021 19:00,0.54,292.0,14.64,9.49,1.83,63.05,2.29,0.0,944.68,0.16,4.94,8.73,77.69,2.57
Melfi,40.983888,15.639722,14/01/2021 20:00,0.48,330.0,11.58,7.92,1.86,84.29,1.12,0.0,945.69,0.16,4.85,8.2,69.09,2.81
Melfi,40.983888,15.639722,14/01/2021 21:00,0.5,324.0,10.05,6.87,1.61,82.81,3.31,0.0,946.29,0.17,4.03,8.25,74.73,2.05
