Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (ppb),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Viggiano,40.313888,15.904444,29/06/2021 06:00,0.94,0.36,337.7,0.21,3.79,0.12,2.46,0.21,15.75,11.6,3.88,0.05,27.7,0.25,,0.0,947.98,69.58,2.73,17.38,1.03,70.99,0.56
Viggiano,40.313888,15.904444,29/06/2021 07:00,1.06,0.39,157.69,0.21,3.51,0.01,2.21,0.3,19.24,14.27,4.73,0.01,37.11,0.08,,0.0,948.08,151.73,2.81,23.41,1.16,56.74,0.47
Viggiano,40.313888,15.904444,29/06/2021 08:00,1.47,0.34,314.43,0.22,3.46,0.0,2.18,1.16,17.53,13.81,5.16,0.01,48.62,0.07,,0.0,948.58,106.1,4.07,26.76,1.19,49.39,1.74
Viggiano,40.313888,15.904444,29/06/2021 09:00,2.44,0.4,292.4,0.15,3.6,0.0,2.05,1.1,24.59,20.18,7.85,0.01,70.08,0.07,,0.0,949.23,509.07,12.93,30.94,1.79,33.4,2.52
Viggiano,40.313888,15.904444,29/06/2021 10:00,1.23,0.35,223.57,0.1,3.32,0.01,1.94,0.15,19.94,17.2,7.3,0.0,76.33,0.06,,0.0,949.15,745.58,6.1,31.99,1.34,32.08,2.14
Viggiano,40.313888,15.904444,29/06/2021 11:00,0.4,0.34,202.69,0.02,4.73,0.01,2.06,0.33,9.57,8.53,4.03,0.01,80.68,0.01,,0.0,949.38,764.82,5.65,33.02,0.18,32.43,2.17
Viggiano,40.313888,15.904444,29/06/2021 12:00,0.49,0.26,156.66,0.04,2.9,0.0,1.9,0.15,5.05,5.83,3.71,0.01,86.05,0.01,,0.0,948.86,702.88,4.37,34.39,0.39,29.41,1.73
Viggiano,40.313888,15.904444,29/06/2021 13:00,0.35,0.25,113.66,0.01,3.62,0.01,1.88,0.15,1.84,2.66,2.2,0.01,82.67,0.01,,0.0,948.25,395.68,2.8,33.43,0.12,32.93,1.39
Viggiano,40.313888,15.904444,29/06/2021 14:00,0.36,0.22,155.68,0.02,3.09,0.01,-9999.0,-9999.0,1.77,2.83,2.41,0.01,90.38,0.01,,0.0,947.84,630.62,4.9,34.78,0.09,28.2,1.57
Viggiano,40.313888,15.904444,29/06/2021 15:00,0.36,0.3,157.11,0.01,3.5,0.01,1.86,0.14,-9999.0,-9999.0,-9999.0,0.01,92.66,0.01,,0.0,947.58,277.31,3.94,36.13,0.1,26.21,1.56
Viggiano,40.313888,15.904444,29/06/2021 16:00,0.36,0.53,158.49,0.01,3.0,0.01,1.79,0.12,12.15,11.52,5.68,0.01,73.86,0.01,,0.0,947.42,394.05,5.77,35.78,0.08,30.89,2.07
Viggiano,40.313888,15.904444,29/06/2021 17:00,0.35,0.49,269.91,0.01,4.47,0.04,1.87,1.0,32.16,25.6,9.32,0.01,57.11,0.01,,0.0,947.52,294.39,9.32,35.04,0.13,32.1,1.99
Viggiano,40.313888,15.904444,29/06/2021 18:00,0.89,0.26,203.03,0.01,3.5,0.07,1.9,0.12,12.63,10.55,4.46,0.04,73.4,0.01,,0.0,946.96,108.7,4.56,33.14,0.85,32.9,1.57
Viggiano,40.313888,15.904444,29/06/2021 19:00,0.4,0.28,0.93,0.02,2.73,0.03,1.95,0.17,4.89,3.95,1.89,0.01,58.76,0.01,,0.0,946.89,44.4,5.01,30.69,0.2,48.74,0.86
Viggiano,40.313888,15.904444,29/06/2021 20:00,0.63,0.37,0.98,0.07,3.04,0.01,1.98,0.17,4.26,4.08,2.38,0.0,57.25,0.01,,0.0,946.45,4.46,3.19,27.17,0.25,51.4,0.56
Viggiano,40.313888,15.904444,29/06/2021 21:00,1.0,0.37,0.26,0.04,4.38,0.01,2.009,0.27,4.94,4.25,2.17,0.01,56.42,0.01,,0.0,946.89,2.55,2.05,24.43,0.54,50.92,0.77
Viggiano,40.313888,15.904444,29/06/2021 22:00,0.82,0.39,43.64,0.1,3.77,0.01,2.009,0.17,3.93,3.41,1.86,0.0,52.89,0.05,,0.0,946.83,2.24,2.64,22.35,0.51,53.69,0.56
Viggiano,40.313888,15.904444,29/06/2021 23:00,0.73,0.36,359.54,0.15,3.19,0.05,2.05,0.15,5.68,4.5,2.04,0.01,46.21,0.13,,0.0,946.94,2.57,3.07,20.71,0.47,57.35,0.53
Viggiano,40.313888,15.904444,30/06/2021 00:00,0.73,0.39,0.25,0.17,3.57,0.02,2.12,0.14,6.9,5.17,2.07,0.03,44.25,0.2,,0.0,946.96,2.54,2.76,19.76,0.63,60.83,0.74
Viggiano,40.313888,15.904444,30/06/2021 01:00,0.71,0.38,335.86,0.16,4.38,0.1,2.3,0.68,15.07,10.07,2.71,0.01,34.21,0.16,,0.0,946.69,2.41,2.56,20.15,0.57,59.34,0.58
Viggiano,40.313888,15.904444,30/06/2021 02:00,1.11,0.41,359.44,2.37,3.63,2.02,2.22,0.42,10.93,7.42,2.22,0.0,37.4,2.93,,0.0,946.52,2.71,3.55,19.18,1.35,61.67,0.43
Viggiano,40.313888,15.904444,30/06/2021 03:00,0.93,0.41,336.51,0.9,3.78,0.54,2.35,0.16,8.15,5.73,1.98,0.25,37.45,1.13,,0.0,946.34,2.88,3.12,18.62,0.98,64.379,0.57
Viggiano,40.313888,15.904444,30/06/2021 04:00,0.83,0.39,336.44,0.39,3.93,0.25,2.33,0.15,8.08,6.2,2.49,0.07,32.43,0.29,,0.0,946.16,2.68,3.25,17.79,0.73,67.45,0.37
Viggiano,40.313888,15.904444,30/06/2021 05:00,0.87,0.43,0.07,0.8,4.31,0.23,2.48,0.21,9.82,7.88,3.25,0.16,28.2,0.91,,0.0,946.24,7.57,3.07,17.5,0.79,68.56,0.52
Viggiano,40.313888,15.904444,30/06/2021 06:00,1.06,0.4,359.67,0.99,3.15,0.0,2.16,0.15,6.38,5.37,2.54,0.0,45.33,1.58,,0.0,946.58,61.55,3.68,19.56,1.0,62.56,0.61
Viggiano,40.313888,15.904444,30/06/2021 07:00,0.82,0.38,316.44,0.35,2.81,0.15,2.029,0.93,13.05,10.59,4.27,0.11,52.7,0.6,,0.0,946.99,141.94,3.42,24.6,0.65,50.68,1.11
Viggiano,40.313888,15.904444,30/06/2021 08:00,5.88,0.35,316.67,0.58,2.8,0.0,1.99,0.14,9.72,7.44,2.87,0.01,74.88,0.4,,0.0,947.13,169.15,4.7,26.81,4.47,44.25,2.12
Viggiano,40.313888,15.904444,30/06/2021 09:00,1.67,0.36,314.79,0.4,3.26,0.0,2.0,1.39,5.47,4.47,2.11,0.0,82.69,0.31,,0.0,947.63,435.29,5.47,28.81,1.41,39.21,2.76
Viggiano,40.313888,15.904444,30/06/2021 10:00,2.14,0.39,314.88,0.15,3.83,0.0,2.009,0.44,9.08,7.13,2.89,0.01,77.15,0.05,,0.0,947.83,494.03,4.68,29.39,2.19,39.69,2.38
Viggiano,40.313888,15.904444,30/06/2021 11:00,0.76,0.39,223.56,0.1,3.69,0.08,1.98,0.14,11.07,8.9,3.62,0.0,74.21,0.02,,0.0,947.26,482.45,3.41,30.55,0.73,38.13,1.4
Viggiano,40.313888,15.904444,30/06/2021 12:00,0.55,0.41,315.73,0.07,4.42,0.01,-9999.0,-9999.0,4.1,3.39,1.75,0.0,75.53,0.01,,0.0,947.27,264.06,2.46,29.93,0.22,40.68,2.009
Viggiano,40.313888,15.904444,30/06/2021 13:00,0.53,0.39,315.53,0.24,3.01,0.07,2.0,0.27,7.89,6.09,2.47,0.0,65.73,0.18,,0.0,946.91,283.75,3.16,29.14,0.21,49.48,2.13
Viggiano,40.313888,15.904444,30/06/2021 14:00,0.7,0.38,315.02,0.3,3.67,0.02,2.0,0.34,9.66,7.15,2.61,0.0,65.65,0.22,,0.0,946.67,510.22,2.23,30.11,0.4,48.94,1.72
Viggiano,40.313888,15.904444,30/06/2021 15:00,0.86,0.37,314.61,0.07,2.76,0.01,-9999.0,-9999.0,5.94,5.72,3.11,0.01,75.2,0.03,,0.0,946.35,309.07,3.4,31.53,0.39,40.82,1.92
Viggiano,40.313888,15.904444,30/06/2021 16:00,0.78,0.35,314.48,0.1,3.29,0.0,1.98,1.05,-9999.0,-9999.0,-9999.0,0.01,72.67,0.01,,0.0,946.27,387.62,5.83,32.2,0.34,36.72,2.43
Viggiano,40.313888,15.904444,30/06/2021 17:00,1.37,0.35,224.59,0.16,4.72,0.01,1.96,0.16,26.09,21.34,8.23,0.01,54.98,0.01,,0.0,946.47,343.3,7.64,31.79,1.05,40.32,2.21
Viggiano,40.313888,15.904444,30/06/2021 18:00,0.62,0.37,224.54,0.15,7.88,0.02,1.99,0.23,17.75,13.84,5.07,0.01,64.29,0.01,,0.0,946.42,114.19,6.14,30.0,0.35,43.16,1.9
Viggiano,40.313888,15.904444,30/06/2021 19:00,0.73,0.33,315.34,0.08,3.43,0.01,2.02,1.08,7.69,5.78,2.27,0.01,72.88,0.01,,0.0,945.89,37.63,4.75,28.28,0.33,45.91,1.05
Viggiano,40.313888,15.904444,30/06/2021 20:00,1.95,0.32,335.77,0.03,7.96,0.09,1.98,0.28,2.16,2.86,2.22,0.01,77.81,0.15,,0.0,946.0,9.45,4.03,26.65,1.26,47.24,1.8
Viggiano,40.313888,15.904444,30/06/2021 21:00,0.72,0.34,316.15,0.32,3.38,0.0,1.96,0.28,2.62,3.16,2.31,0.01,82.87,0.26,,0.0,946.68,2.67,4.89,26.22,0.49,45.26,2.13
Viggiano,40.313888,15.904444,30/06/2021 22:00,0.62,0.36,314.48,0.36,4.94,0.0,2.07,1.8,9.52,7.51,3.05,0.0,79.13,0.25,,0.0,947.06,2.72,4.98,26.37,0.41,44.76,2.27
Viggiano,40.313888,15.904444,30/06/2021 23:00,2.029,0.37,269.88,0.14,3.7,0.01,2.029,0.44,35.94,25.33,7.08,0.01,49.94,0.02,,0.0,946.8,2.78,7.37,25.13,1.59,50.65,0.89
Viggiano,40.313888,15.904444,01/07/2021 00:00,0.75,0.39,22.23,0.11,3.55,0.0,2.07,0.65,6.26,4.89,2.12,0.01,60.56,0.02,,0.0,946.79,2.65,4.2,22.03,0.59,62.37,0.47
Viggiano,40.313888,15.904444,01/07/2021 01:00,1.18,0.37,45.04,0.14,3.89,0.0,2.029,0.14,3.9,3.02,1.48,0.01,52.0,0.09,,0.0,946.79,2.74,2.79,19.92,0.72,73.5,0.53
Viggiano,40.313888,15.904444,01/07/2021 02:00,0.7,0.38,224.95,0.06,3.32,0.01,2.0,0.13,14.01,10.45,3.64,0.01,51.46,0.03,,0.0,946.64,2.91,2.88,20.66,0.35,78.32,1.64
Viggiano,40.313888,15.904444,01/07/2021 03:00,0.53,0.37,224.76,0.04,3.49,0.01,2.0,0.12,16.42,13.23,5.16,0.01,57.96,0.01,,0.0,946.43,2.31,3.4,21.66,0.29,71.53,2.55
Viggiano,40.313888,15.904444,01/07/2021 04:00,0.44,0.38,225.64,0.01,3.13,0.01,1.99,0.13,39.27,32.21,12.22,0.01,38.76,0.01,,0.0,946.42,2.77,4.62,21.45,0.18,68.05,2.009
Viggiano,40.313888,15.904444,01/07/2021 05:00,0.47,0.36,66.69,0.04,2.73,0.01,2.05,0.14,5.4,4.09,1.77,0.01,57.75,0.04,,0.0,946.55,4.71,4.05,18.62,0.27,72.28,0.54
Viggiano,40.313888,15.904444,01/07/2021 06:00,0.47,0.4,42.47,0.09,3.5,0.03,2.05,0.13,6.79,5.75,2.7,0.01,53.26,0.07,,0.0,946.67,70.94,3.5,18.74,0.27,71.52,0.61
Viggiano,40.313888,15.904444,01/07/2021 07:00,0.58,0.36,67.2,0.02,3.23,0.01,2.06,0.18,10.25,8.55,3.7,0.01,58.27,0.02,,0.0,946.58,156.36,3.32,24.05,0.33,51.91,1.04
Viggiano,40.313888,15.904444,01/07/2021 08:00,0.6,0.34,293.06,0.01,4.09,0.01,2.06,2.23,17.91,15.66,6.81,0.0,70.85,0.01,,0.0,946.62,69.26,10.23,26.53,0.41,35.1,4.25
Viggiano,40.313888,15.904444,01/07/2021 09:00,3.41,0.36,292.3,0.18,3.93,0.0,2.07,2.16,13.12,12.92,6.57,0.01,76.19,0.05,,0.0,946.57,550.25,14.7,27.33,2.93,28.25,5.46
Viggiano,40.313888,15.904444,01/07/2021 10:00,2.83,0.33,292.02,0.12,7.83,0.01,2.06,1.23,18.82,17.46,8.14,0.0,70.07,0.07,,0.0,946.76,805.62,49.9,28.87,2.57,24.19,4.93
Viggiano,40.313888,15.904444,01/07/2021 11:00,1.79,0.33,292.39,0.16,5.89,0.0,2.04,1.36,16.34,15.6,7.57,0.01,74.1,0.08,,0.0,946.7,913.14,38.8,29.37,1.97,21.62,5.64
Viggiano,40.313888,15.904444,01/07/2021 12:00,1.97,0.33,292.85,0.05,4.97,0.01,2.05,2.19,12.13,11.53,5.7,0.0,82.32,0.08,,0.0,946.72,960.4,23.95,29.62,2.06,22.31,5.84
Viggiano,40.313888,15.904444,01/07/2021 13:00,2.52,0.36,313.57,0.17,-9999.0,0.0,2.009,1.16,5.41,6.19,3.88,0.01,87.82,0.09,,0.0,946.63,947.51,-9999.0,29.66,2.25,25.28,5.1
Viggiano,40.313888,15.904444,01/07/2021 14:00,1.17,0.35,313.68,0.1,-9999.0,0.0,1.99,1.96,6.46,6.29,3.41,0.01,88.49,0.07,,0.0,946.72,895.4,-9999.0,30.14,1.15,25.74,5.32
Viggiano,40.313888,15.904444,01/07/2021 15:00,2.59,0.29,292.94,0.1,6.22,0.04,1.98,2.02,10.36,8.87,3.96,0.04,83.72,0.09,,0.0,946.52,219.94,16.61,30.53,2.34,23.22,4.51
Viggiano,40.313888,15.904444,01/07/2021 16:00,2.14,0.29,269.75,0.15,4.27,0.09,2.009,1.14,22.44,18.95,7.74,0.03,71.5,0.23,,0.0,946.5,369.93,14.51,30.03,2.13,27.75,4.019
Viggiano,40.313888,15.904444,01/07/2021 17:00,3.06,0.31,248.15,0.18,3.12,0.01,2.009,0.32,28.11,23.42,9.25,0.01,62.63,0.1,,0.0,946.32,431.99,9.34,29.39,2.45,32.34,3.93
Viggiano,40.313888,15.904444,01/07/2021 18:00,0.42,0.28,269.86,0.03,3.79,0.04,-9999.0,-9999.0,29.32,23.67,8.87,0.01,60.93,0.01,,0.0,946.47,40.71,10.07,28.61,0.37,33.89,3.09
Viggiano,40.313888,15.904444,01/07/2021 19:00,0.43,0.29,292.69,0.02,3.65,0.01,2.04,1.23,-9999.0,-9999.0,-9999.0,0.0,63.64,0.02,,0.0,946.67,55.97,20.73,26.84,0.42,43.03,3.13
Viggiano,40.313888,15.904444,01/07/2021 20:00,1.44,0.31,292.81,0.02,-9999.0,0.01,1.98,0.74,34.45,25.33,7.86,0.01,48.04,0.06,,0.0,947.21,9.37,-9999.0,23.91,1.21,56.87,1.81
Viggiano,40.313888,15.904444,01/07/2021 21:00,0.91,0.34,317.12,0.07,3.13,0.01,2.0,0.53,2.77,2.31,1.4,0.01,72.04,0.08,,0.0,947.34,4.27,0.75,21.37,0.77,67.86,1.93
Viggiano,40.313888,15.904444,01/07/2021 22:00,0.44,0.32,315.01,0.11,3.37,0.0,2.05,1.71,5.27,4.71,2.45,0.0,67.83,0.13,,0.0,947.45,4.2,0.28,20.51,0.32,70.77,1.88
Viggiano,40.313888,15.904444,01/07/2021 23:00,0.59,0.27,336.6,0.09,2.73,0.04,-9999.0,-9999.0,3.29,3.04,1.82,0.04,68.17,0.1,,0.0,947.44,4.6,0.19,19.29,0.72,69.5,1.29
Viggiano,40.313888,15.904444,02/07/2021 00:00,0.39,0.28,314.35,0.08,2.57,0.01,2.1,0.73,-9999.0,-9999.0,-9999.0,0.01,63.42,0.07,,0.0,947.28,4.2,0.58,18.1,0.47,72.39,1.58
Viggiano,40.313888,15.904444,02/07/2021 01:00,0.7,0.28,337.38,0.11,3.68,0.09,2.07,1.69,1.76,2.35,1.93,0.06,60.1,0.18,,0.0,947.46,4.44,0.1,16.85,0.81,71.31,1.01
Viggiano,40.313888,15.904444,02/07/2021 02:00,0.82,0.29,43.4,0.1,3.32,0.05,2.009,0.14,3.56,2.84,1.48,0.01,58.74,0.02,,0.0,947.44,4.51,0.31,15.52,0.92,72.12,0.69
Viggiano,40.313888,15.904444,02/07/2021 03:00,0.32,0.31,65.96,0.02,3.28,0.01,2.029,0.13,3.42,2.86,1.58,0.01,53.07,0.01,,0.0,947.4,4.57,0.11,14.92,0.25,75.37,0.51
Viggiano,40.313888,15.904444,02/07/2021 04:00,0.33,0.32,68.74,0.04,3.43,0.01,2.009,0.12,3.49,2.58,1.26,0.01,46.74,0.01,,0.0,947.24,4.52,0.19,13.77,0.27,82.04,0.43
Viggiano,40.313888,15.904444,02/07/2021 05:00,0.26,0.37,22.21,0.03,3.15,0.01,2.009,0.12,1.54,2.14,1.84,0.01,54.59,0.05,,0.0,947.19,7.51,0.14,13.7,0.38,80.75,0.67
Viggiano,40.313888,15.904444,02/07/2021 06:00,0.25,0.35,44.43,0.02,3.03,0.01,2.0,0.11,3.17,3.07,1.92,0.01,55.01,0.02,,0.0,947.46,72.02,0.31,14.9,0.2,76.25,0.42
Viggiano,40.313888,15.904444,02/07/2021 07:00,0.25,0.54,336.56,0.02,3.19,0.01,2.2,0.37,16.51,12.43,4.31,0.01,50.29,0.01,,0.0,947.17,151.56,0.46,18.99,0.16,65.28,0.58
Viggiano,40.313888,15.904444,02/07/2021 08:00,0.94,0.41,337.13,0.05,3.95,0.01,2.2,0.32,10.75,8.33,3.22,0.0,59.59,0.01,,0.0,947.39,65.92,0.11,23.02,0.66,53.9,0.57
Viggiano,40.313888,15.904444,02/07/2021 09:00,0.74,0.39,224.01,0.02,3.12,0.05,2.06,0.51,10.01,7.91,3.19,0.01,73.93,0.01,,0.0,947.35,528.81,0.75,25.5,0.69,40.39,1.62
Viggiano,40.313888,15.904444,02/07/2021 10:00,0.77,0.39,314.39,0.03,4.36,0.01,2.06,1.79,8.96,7.55,3.39,0.01,83.59,0.01,,0.0,947.08,788.73,4.88,27.16,0.58,32.79,2.96
Viggiano,40.313888,15.904444,02/07/2021 11:00,1.64,0.39,313.93,0.01,7.19,0.02,2.05,1.53,4.06,4.29,2.7,0.01,90.26,0.05,,0.0,947.05,891.26,3.67,27.57,1.34,34.3,4.01
Viggiano,40.313888,15.904444,02/07/2021 12:00,1.53,0.38,313.99,0.06,4.03,0.0,2.04,1.19,3.06,3.14,2.07,0.01,88.49,0.06,,0.0,946.78,946.61,2.85,28.16,1.44,34.05,3.97
Viggiano,40.313888,15.904444,02/07/2021 13:00,0.65,0.37,314.15,0.06,3.34,0.01,2.009,0.52,3.46,3.13,1.82,0.01,89.38,0.04,,0.0,946.81,960.77,0.64,28.28,0.78,35.61,4.3
Viggiano,40.313888,15.904444,02/07/2021 14:00,0.74,0.34,314.15,0.05,3.03,0.01,2.009,1.17,3.97,4.14,2.56,0.0,89.54,0.01,,0.0,946.87,888.96,2.01,28.54,0.64,35.74,4.37
Viggiano,40.313888,15.904444,02/07/2021 15:00,0.66,0.33,314.04,0.01,3.19,0.01,2.009,0.82,5.95,5.74,3.13,0.01,84.52,0.03,,0.0,946.82,266.4,1.74,28.45,0.85,36.88,3.5
Viggiano,40.313888,15.904444,02/07/2021 16:00,0.89,0.33,246.74,0.04,3.46,0.0,2.02,0.19,19.44,16.46,6.82,0.01,68.12,0.04,,0.0,946.84,428.02,1.51,28.23,0.7,43.81,3.07
Viggiano,40.313888,15.904444,02/07/2021 17:00,0.29,0.34,247.57,0.01,3.76,0.01,2.06,0.24,28.04,22.83,8.69,0.01,62.31,0.01,,0.0,946.58,429.04,6.36,28.17,0.21,45.31,2.66
Viggiano,40.313888,15.904444,02/07/2021 18:00,0.32,0.32,270.21,0.01,3.71,0.01,2.05,0.54,27.59,21.36,7.47,0.01,60.66,0.01,,0.0,946.63,46.32,4.09,27.38,0.25,48.3,2.34
Viggiano,40.313888,15.904444,02/07/2021 19:00,0.48,0.34,247.79,0.03,3.64,0.01,2.009,0.32,37.7,27.51,8.34,0.0,48.05,0.01,,0.0,947.05,51.17,4.44,26.2,0.44,53.15,1.67
Viggiano,40.313888,15.904444,02/07/2021 20:00,0.48,0.52,223.1,0.03,2.84,0.0,2.09,0.14,16.95,12.16,3.81,0.0,69.1,0.01,,0.0,947.06,8.76,1.63,23.35,0.37,63.88,2.2
Viggiano,40.313888,15.904444,02/07/2021 21:00,0.26,0.4,45.43,0.01,2.92,0.01,2.04,0.14,4.34,3.82,2.05,0.01,64.59,0.01,,0.0,947.52,4.58,0.48,21.23,0.12,72.26,0.79
Viggiano,40.313888,15.904444,02/07/2021 22:00,0.44,0.39,0.62,0.02,3.07,0.01,-9999.0,-9999.0,2.18,2.05,1.41,0.01,58.9,0.01,,0.0,948.03,4.68,0.48,19.45,0.19,76.71,0.66
Viggiano,40.313888,15.904444,02/07/2021 23:00,0.45,0.35,44.65,0.02,2.68,0.01,2.029,0.13,-9999.0,-9999.0,-9999.0,0.01,52.85,0.01,,0.0,948.18,4.65,0.45,18.42,0.22,79.53,0.58
Viggiano,40.313888,15.904444,03/07/2021 00:00,0.46,0.36,1.14,0.03,3.26,0.01,2.029,0.13,2.52,2.07,1.25,0.01,50.14,0.01,,0.0,948.26,4.69,0.07,17.8,0.21,83.06,0.71
Viggiano,40.313888,15.904444,03/07/2021 01:00,0.39,0.35,291.34,0.03,3.26,0.01,2.04,0.13,3.92,2.73,1.19,0.01,47.16,0.01,,0.0,948.13,4.66,0.19,17.37,0.22,85.22,0.35
Viggiano,40.313888,15.904444,03/07/2021 02:00,0.33,0.34,338.37,0.04,3.14,0.01,2.04,0.12,3.45,2.58,1.29,0.0,46.35,0.01,,0.0,948.0,4.53,0.26,16.81,0.23,86.73,0.31
Viggiano,40.313888,15.904444,03/07/2021 03:00,0.33,0.35,336.41,0.04,2.65,0.0,2.05,0.13,2.81,2.58,1.61,0.0,43.89,0.01,,0.0,947.94,4.63,0.05,15.87,0.26,87.76,0.3
Viggiano,40.313888,15.904444,03/07/2021 04:00,0.3,0.37,338.59,0.01,3.74,0.01,2.12,0.13,3.18,2.9,1.73,0.01,39.61,0.02,,0.0,948.03,4.76,0.25,15.39,0.23,89.6,0.26
Viggiano,40.313888,15.904444,03/07/2021 05:00,0.31,0.36,359.76,0.07,3.23,0.01,2.05,0.13,3.22,2.22,1.05,0.01,37.87,0.01,,0.0,948.33,9.1,0.07,14.89,0.32,90.76,0.28
Viggiano,40.313888,15.904444,03/07/2021 06:00,0.29,0.35,338.46,0.05,3.23,0.02,2.11,0.13,4.64,4.12,2.2,0.01,39.15,0.01,,0.0,948.62,76.93,0.14,16.16,0.28,90.2,0.52
Viggiano,40.313888,15.904444,03/07/2021 07:00,0.38,0.38,314.88,0.05,2.91,0.01,2.17,0.2,4.6,3.87,1.97,0.01,49.76,0.01,,0.0,948.48,145.5,0.29,20.42,0.34,73.07,0.45
Viggiano,40.313888,15.904444,03/07/2021 08:00,0.57,0.34,180.46,0.0,2.89,0.0,2.2,0.2,7.52,6.24,2.81,0.0,59.98,0.09,,0.0,948.68,75.06,0.27,23.2,0.5,62.4,0.98
Viggiano,40.313888,15.904444,03/07/2021 09:00,0.63,0.3,336.23,0.04,3.04,0.03,2.07,0.27,4.15,3.59,1.93,0.01,80.32,0.01,,0.0,948.56,509.36,0.93,25.64,0.42,52.85,1.04
Viggiano,40.313888,15.904444,03/07/2021 10:00,0.51,0.31,316.6,0.02,3.67,0.01,2.06,0.16,3.9,3.44,1.9,0.01,91.46,0.02,,0.0,948.47,734.99,0.15,27.67,0.34,47.15,1.29
Viggiano,40.313888,15.904444,03/07/2021 11:00,0.43,0.32,202.96,0.01,3.31,0.01,2.04,0.14,1.9,2.58,2.09,0.01,95.81,0.01,,0.0,948.3,458.03,0.37,28.34,0.25,43.73,1.4
Viggiano,40.313888,15.904444,03/07/2021 12:00,0.32,0.32,156.21,0.01,3.94,0.01,2.05,0.18,1.99,2.1,1.56,0.01,94.81,0.01,,0.0,948.01,568.94,0.05,28.47,0.11,42.25,1.42
Viggiano,40.313888,15.904444,03/07/2021 13:00,0.43,0.32,314.71,0.01,4.62,0.01,2.05,0.4,9.04,7.54,3.32,0.01,95.77,0.01,,0.0,947.6,857.34,5.35,30.13,0.16,34.97,2.55
Viggiano,40.313888,15.904444,03/07/2021 14:00,0.62,0.39,224.29,0.01,4.08,0.02,2.04,0.23,19.68,15.42,5.65,0.01,86.59,0.01,,0.0,947.43,871.77,4.08,30.84,0.4,35.77,2.37
Viggiano,40.313888,15.904444,03/07/2021 15:00,0.42,0.35,225.47,0.01,2.32,0.01,2.009,0.36,15.52,12.59,4.99,0.01,81.04,0.01,,0.0,947.45,295.91,2.85,30.67,0.22,38.08,2.85
Viggiano,40.313888,15.904444,03/07/2021 16:00,0.59,0.4,224.93,0.01,3.48,0.01,2.02,0.19,16.24,12.37,4.4,0.01,74.44,0.01,,0.0,947.38,421.72,1.86,29.44,0.44,44.64,3.19
Viggiano,40.313888,15.904444,03/07/2021 17:00,0.36,0.41,224.25,0.01,3.5,0.01,2.02,0.15,7.33,6.48,3.15,0.01,75.4,0.01,,0.0,947.23,423.26,0.33,28.51,0.14,49.76,3.04
Viggiano,40.313888,15.904444,03/07/2021 18:00,0.37,0.43,224.88,0.01,3.13,0.02,2.04,0.35,17.29,13.89,5.37,0.01,62.83,0.01,,0.0,946.97,48.17,0.91,27.9,0.1,52.96,2.45
Viggiano,40.313888,15.904444,03/07/2021 19:00,0.73,0.34,224.0,0.02,3.12,0.04,2.009,0.14,8.19,6.27,2.49,0.01,68.96,0.01,,0.0,947.19,56.27,0.87,26.39,0.43,58.52,1.94
Viggiano,40.313888,15.904444,03/07/2021 20:00,0.4,0.32,202.55,0.01,3.14,0.0,2.0,0.13,7.82,5.91,2.34,0.0,68.86,0.01,,0.0,947.46,7.69,0.64,24.31,0.11,66.24,1.26
Viggiano,40.313888,15.904444,03/07/2021 21:00,0.42,0.4,1.37,0.01,3.14,0.01,-9999.0,-9999.0,4.55,3.57,1.7,0.01,56.56,0.01,,0.0,947.85,4.23,0.49,22.04,0.13,73.85,0.86
Viggiano,40.313888,15.904444,03/07/2021 22:00,0.48,0.36,0.53,0.01,3.7,0.01,2.02,0.13,-9999.0,-9999.0,-9999.0,0.01,61.27,0.01,,0.0,948.25,4.63,0.19,20.94,0.2,74.95,0.91
Viggiano,40.313888,15.904444,03/07/2021 23:00,0.47,0.34,359.86,0.05,3.19,0.01,2.04,0.13,3.1,2.85,1.73,0.01,59.18,0.01,,0.0,948.05,4.3,0.23,19.95,0.15,77.7,0.58
Viggiano,40.313888,15.904444,04/07/2021 00:00,0.51,0.38,338.18,0.02,3.27,0.01,2.08,0.13,3.62,3.07,1.67,0.0,56.66,0.01,,0.0,947.85,4.51,0.1,18.82,0.18,80.71,0.39
Viggiano,40.313888,15.904444,04/07/2021 01:00,0.49,0.35,359.75,0.04,3.39,0.01,2.05,0.13,3.06,2.33,1.24,0.01,51.88,0.04,,0.0,947.53,4.58,0.17,17.73,0.27,83.86,0.43
Viggiano,40.313888,15.904444,04/07/2021 02:00,0.41,0.37,338.23,0.05,3.08,0.01,2.029,0.13,2.01,2.18,1.63,0.01,49.38,0.01,,0.0,947.54,4.81,0.11,16.63,0.22,86.92,0.33
