Stazione,Latitudine,Longitudine,Data_Ora,Benzene (µg/m³),CO (mg/m³),Direzione_Vento (°N),Etilbenzene (µg/m³),H2S (ppb),m-Xilene (µg/m³),Metano (ppm),NMHC (ppm),NO2 (µg/m³),NOx (ppb),NO (ppb),o-Xilene (µg/m³),O3 (µg/m³),p-Xilene (µg/m³),PM10 (µg/m³),Precipitazione (mm),Pressione (mBar),Radiazione_Globale (W/m²),SO2 (µg/m³),Temperatura (°C),Toluene (µg/m³),Umidità_Relativa (%),Velocità_Vento (m/s)
Viggiano,40.313888,15.904444,07/11/2021 05:00,0.33,0.48,43.48,0.01,0.25,0.0,1.99,0.04,0.87,2.63,1.67,0.01,28.56,0.01,,0.0,950.53,2.83,3.29,13.54,0.18,96.38,1.27
Viggiano,40.313888,15.904444,07/11/2021 06:00,0.27,0.42,22.94,0.0,0.5,0.01,-9999.0,-9999.0,0.63,2.61,1.72,0.01,31.59,0.01,,0.0,950.7,2.95,2.98,13.19,0.15,96.27,1.86
Viggiano,40.313888,15.904444,07/11/2021 07:00,0.25,0.43,22.88,0.01,0.33,0.01,1.98,0.04,0.43,3.43,2.68,0.01,29.41,0.01,,0.0,950.78,4.13,3.19,12.91,0.13,93.29,1.92
Viggiano,40.313888,15.904444,07/11/2021 08:00,0.23,0.42,43.71,0.01,0.18,0.01,1.98,0.04,0.76,3.05,2.03,0.01,26.67,0.01,,0.0,951.08,55.48,3.88,12.78,0.09,93.82,1.94
Viggiano,40.313888,15.904444,07/11/2021 09:00,0.22,0.44,157.65,0.01,0.16,0.01,1.98,0.04,1.03,3.78,2.59,0.01,34.27,0.01,,0.0,951.22,171.5,2.87,15.73,0.09,83.28,1.71
Viggiano,40.313888,15.904444,07/11/2021 10:00,0.28,0.44,112.4,0.01,0.4,0.01,1.98,0.04,1.19,4.28,3.05,0.01,47.22,0.01,,0.0,950.98,200.72,3.28,16.74,0.12,80.64,2.17
Viggiano,40.313888,15.904444,07/11/2021 11:00,0.28,0.42,179.44,0.01,0.22,0.01,1.98,0.05,2.34,4.86,2.95,0.0,46.54,0.0,,0.0,950.54,293.68,3.32,17.62,0.1,77.74,2.04
Viggiano,40.313888,15.904444,07/11/2021 12:00,0.3,0.44,202.61,0.01,0.35,0.01,1.99,0.06,4.65,5.73,2.62,0.01,45.45,0.01,,0.0,950.13,213.79,3.37,18.67,0.11,74.84,1.39
Viggiano,40.313888,15.904444,07/11/2021 13:00,0.36,0.46,178.89,0.01,0.38,0.01,1.99,0.05,4.05,5.3,2.5,0.0,44.23,0.01,,0.0,949.31,175.18,3.1,18.68,0.23,76.54,1.66
Viggiano,40.313888,15.904444,07/11/2021 14:00,0.36,0.45,134.86,0.01,0.26,0.01,1.97,0.05,1.74,3.74,2.14,0.0,44.68,0.01,,0.0,948.6,162.93,3.25,19.91,0.2,72.46,3.03
Viggiano,40.313888,15.904444,07/11/2021 15:00,0.31,0.45,157.24,0.01,0.36,0.01,1.97,0.05,1.8,3.72,2.09,0.01,43.49,0.01,,0.0,948.09,224.7,2.79,21.04,0.12,69.37,2.98
Viggiano,40.313888,15.904444,07/11/2021 16:00,0.33,0.47,135.52,0.01,0.3,0.01,1.96,0.05,1.81,4.33,2.71,0.01,41.11,0.01,,0.0,947.49,115.71,3.94,19.98,0.12,74.66,5.21
Viggiano,40.313888,15.904444,07/11/2021 17:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,07/11/2021 18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,07/11/2021 19:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,07/11/2021 20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,07/11/2021 21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,07/11/2021 22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,07/11/2021 23:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 00:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 01:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 02:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 03:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 04:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 05:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 06:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 07:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 08:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 09:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 12:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,136.56,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,08/11/2021 13:00,1.91,0.43,134.52,1.83,0.45,1.43,1.95,0.05,1.15,3.39,2.17,1.01,54.31,2.93,,0.0,945.35,121.03,3.27,17.15,3.55,77.08,5.26
Viggiano,40.313888,15.904444,08/11/2021 14:00,0.35,0.43,114.39,0.01,0.53,0.01,1.95,0.04,0.94,4.14,3.0,0.01,53.13,0.01,,0.0,944.6,139.85,3.34,17.67,0.13,75.64,5.17
Viggiano,40.313888,15.904444,08/11/2021 15:00,0.36,0.44,135.04,0.01,0.2,0.01,1.96,0.05,1.52,4.27,2.81,0.01,48.95,0.01,,0.0,944.24,64.39,4.24,17.15,0.11,79.34,3.85
Viggiano,40.313888,15.904444,08/11/2021 16:00,0.35,0.45,112.99,0.01,0.41,0.0,1.96,0.05,2.36,3.82,1.9,0.0,44.42,0.01,,0.0,944.51,20.78,3.59,16.34,0.13,86.69,3.81
Viggiano,40.313888,15.904444,08/11/2021 17:00,0.34,0.42,46.01,0.01,0.38,0.01,1.95,0.04,2.19,4.25,2.43,0.01,53.38,0.01,,0.2,943.88,10.2,4.45,15.42,0.11,83.43,2.82
Viggiano,40.313888,15.904444,08/11/2021 18:00,0.36,0.47,45.09,0.01,0.33,0.01,1.95,0.05,3.9,4.88,2.16,0.01,43.69,0.01,,0.0,944.52,2.78,3.82,14.3,0.18,87.76,1.86
Viggiano,40.313888,15.904444,08/11/2021 19:00,0.55,0.49,45.58,0.02,0.19,0.01,1.96,0.06,7.11,6.99,2.6,0.01,38.66,0.01,,0.0,945.03,2.6,3.16,14.26,0.38,88.99,1.88
Viggiano,40.313888,15.904444,08/11/2021 20:00,0.4,0.48,1.42,0.01,0.12,0.01,1.96,0.05,4.33,5.08,2.14,0.01,38.58,0.01,,0.0,945.31,2.74,4.32,14.37,1.84,90.12,2.08
Viggiano,40.313888,15.904444,08/11/2021 21:00,0.44,0.48,44.71,0.01,0.49,0.01,1.98,0.05,4.7,6.2,3.06,0.01,26.92,0.01,,0.2,945.9,2.79,2.34,14.1,0.37,95.9,1.51
Viggiano,40.313888,15.904444,08/11/2021 22:00,0.35,0.5,0.07,0.02,0.43,0.01,1.99,0.05,6.28,6.5,2.55,0.01,29.59,0.01,,0.2,946.18,3.01,3.35,14.0,0.29,99.83,2.46
Viggiano,40.313888,15.904444,08/11/2021 23:00,0.37,0.51,90.85,0.01,0.28,0.03,-9999.0,-9999.0,8.17,7.15,2.21,0.01,22.73,0.01,,0.0,946.6,2.92,3.98,13.64,0.29,99.99,3.09
Viggiano,40.313888,15.904444,09/11/2021 00:00,0.4,0.49,200.24,0.03,0.45,0.02,2.029,0.05,3.36,5.29,2.85,0.01,22.55,0.01,,0.0,946.32,2.93,2.07,13.24,0.31,99.98,2.8
Viggiano,40.313888,15.904444,09/11/2021 01:00,0.32,0.51,359.92,0.01,0.35,0.01,2.0,0.05,2.77,4.53,2.4,0.0,20.14,0.01,,0.0,946.52,2.4,2.79,13.11,0.21,99.98,2.009
Viggiano,40.313888,15.904444,09/11/2021 02:00,0.34,0.54,247.62,0.01,0.52,0.02,2.12,0.05,7.34,8.42,3.91,0.01,15.8,0.01,,0.4,946.45,2.8,3.7,13.24,0.19,99.98,3.01
Viggiano,40.313888,15.904444,09/11/2021 03:00,0.48,0.54,1.47,0.01,0.57,0.03,2.12,0.05,5.58,6.13,2.54,0.01,15.24,0.01,,0.0,946.8,2.6,2.95,13.06,0.37,99.99,2.47
Viggiano,40.313888,15.904444,09/11/2021 04:00,0.4,0.51,91.42,0.01,0.23,0.01,2.04,0.05,3.66,4.78,2.19,0.01,15.85,0.01,,0.2,947.19,2.6,3.49,13.05,0.27,99.98,1.59
Viggiano,40.313888,15.904444,09/11/2021 05:00,0.33,0.51,336.43,0.02,0.19,0.01,2.06,0.05,3.8,5.27,2.6,0.01,16.18,0.01,,1.0,947.86,2.62,3.14,13.08,0.21,99.99,3.12
Viggiano,40.313888,15.904444,09/11/2021 06:00,0.35,0.52,0.21,0.01,0.57,0.01,2.18,0.06,8.47,8.2,3.11,0.0,13.62,0.01,,0.2,948.42,2.55,3.12,13.2,0.29,99.98,3.23
Viggiano,40.313888,15.904444,09/11/2021 07:00,0.47,0.55,110.71,0.01,0.42,0.05,2.16,0.06,6.87,6.81,2.55,0.0,9.78,0.01,,0.2,949.22,3.1,3.02,13.06,0.46,99.98,3.95
Viggiano,40.313888,15.904444,09/11/2021 08:00,0.42,0.53,0.63,0.02,0.41,0.04,2.029,0.05,2.55,4.61,2.59,0.01,14.4,0.01,,0.0,950.39,17.55,4.38,13.34,0.35,99.98,2.26
Viggiano,40.313888,15.904444,09/11/2021 09:00,0.37,0.53,335.97,0.0,0.44,0.02,2.07,0.05,10.65,11.78,5.56,0.01,14.83,0.01,,0.0,951.16,62.63,3.35,14.09,0.29,99.98,3.83
Viggiano,40.313888,15.904444,09/11/2021 10:00,0.44,0.55,204.35,0.01,0.43,0.04,2.21,0.06,14.48,16.21,8.0,0.0,15.32,0.01,,0.2,951.62,107.35,3.23,14.64,0.45,99.99,2.25
Viggiano,40.313888,15.904444,09/11/2021 11:00,0.61,0.53,316.0,0.06,0.6,0.04,2.16,0.06,15.7,16.12,7.27,0.01,16.96,0.01,,0.0,952.24,83.77,3.66,15.16,0.44,99.99,2.05
Viggiano,40.313888,15.904444,09/11/2021 12:00,0.57,0.5,316.59,0.03,0.38,0.04,2.07,0.07,12.28,12.13,5.06,0.0,28.71,0.01,,0.0,952.66,95.58,3.09,15.51,0.52,97.82,2.25
Viggiano,40.313888,15.904444,09/11/2021 13:00,0.42,0.5,158.35,0.01,0.32,0.09,2.029,0.06,10.06,9.35,3.43,0.01,29.58,0.02,,0.0,952.42,83.5,4.52,16.09,0.32,95.19,1.78
Viggiano,40.313888,15.904444,09/11/2021 14:00,0.49,0.51,134.04,0.04,0.6,0.05,2.05,0.06,6.58,7.04,2.93,0.01,26.91,0.01,,0.0,952.37,68.16,3.14,15.98,0.29,99.99,1.37
Viggiano,40.313888,15.904444,09/11/2021 15:00,-9999.0,0.58,134.93,-9999.0,0.41,-9999.0,2.029,0.06,4.61,5.76,2.67,-9999.0,26.34,-9999.0,,0.0,952.25,90.58,3.16,16.6,-9999.0,98.77,1.54
Viggiano,40.313888,15.904444,09/11/2021 16:00,-9999.0,0.66,113.26,-9999.0,-9999.0,-9999.0,1.99,0.05,90.54,50.16,2.4,-9999.0,49.23,-9999.0,,0.0,952.29,46.05,-9999.0,16.87,-9999.0,85.65,1.85
Viggiano,40.313888,15.904444,09/11/2021 17:00,-9999.0,0.53,110.82,-9999.0,-9999.0,-9999.0,1.98,0.05,20.42,13.81,2.53,-9999.0,58.23,-9999.0,,0.0,952.7,9.36,-9999.0,16.309,-9999.0,83.31,1.72
Viggiano,40.313888,15.904444,09/11/2021 18:00,0.31,0.49,90.7,0.02,1.59,0.02,1.99,0.05,0.67,3.13,2.25,0.01,58.32,0.01,,0.0,953.4,2.51,1.54,15.86,0.08,85.73,2.36
Viggiano,40.313888,15.904444,09/11/2021 19:00,0.3,0.49,112.26,0.03,1.59,0.01,1.99,0.05,0.24,2.86,2.28,0.01,57.74,0.02,,0.0,954.01,2.49,1.34,15.72,0.1,85.17,2.48
Viggiano,40.313888,15.904444,09/11/2021 20:00,0.28,0.52,113.0,0.01,1.82,0.01,-9999.0,-9999.0,0.68,3.15,2.24,0.01,50.8,0.01,,0.0,954.21,2.76,1.96,14.93,0.11,91.05,1.36
Viggiano,40.313888,15.904444,09/11/2021 21:00,0.29,0.49,111.76,0.03,1.43,0.01,1.99,0.04,0.3,3.2,2.65,0.01,64.77,0.01,,0.0,954.21,2.51,1.88,15.75,0.19,86.29,2.36
Viggiano,40.313888,15.904444,09/11/2021 22:00,0.26,0.49,112.57,0.01,1.47,0.01,1.99,0.04,0.44,2.93,2.13,0.01,67.22,0.01,,0.0,954.27,2.3,1.64,15.95,0.07,84.79,3.51
Viggiano,40.313888,15.904444,09/11/2021 23:00,0.28,0.49,110.55,0.01,1.31,0.01,1.99,0.04,0.36,2.91,2.3,0.01,72.83,0.01,,0.0,954.04,2.3,2.35,16.17,0.09,81.02,5.08
Viggiano,40.313888,15.904444,10/11/2021 00:00,0.32,0.5,111.63,0.01,1.14,0.02,1.99,0.04,0.55,3.67,2.89,0.01,72.36,0.01,,0.0,953.76,2.3,2.19,16.26,0.09,82.59,5.48
Viggiano,40.313888,15.904444,10/11/2021 01:00,0.31,0.51,110.42,0.01,1.72,0.01,1.99,0.04,1.06,3.83,2.62,0.01,68.63,0.01,,0.0,953.68,2.55,1.36,16.41,0.1,82.11,5.08
Viggiano,40.313888,15.904444,10/11/2021 02:00,0.36,0.5,110.56,0.01,1.31,0.01,1.99,0.04,0.94,3.69,2.53,0.01,68.57,0.01,,0.0,953.76,2.29,2.25,16.51,0.11,82.07,5.01
Viggiano,40.313888,15.904444,10/11/2021 03:00,0.38,0.51,112.12,0.02,1.2,0.01,2.0,0.04,1.04,3.8,2.59,0.01,63.84,0.01,,0.0,953.88,2.28,3.3,16.2,0.11,83.24,4.99
Viggiano,40.313888,15.904444,10/11/2021 04:00,0.37,0.52,112.7,0.01,2.02,0.01,2.0,0.04,0.61,3.92,2.98,0.0,61.9,0.02,,0.0,953.92,2.5,1.98,15.86,0.13,83.15,4.84
Viggiano,40.313888,15.904444,10/11/2021 05:00,0.4,0.55,112.11,0.01,1.4,0.01,2.02,0.04,0.79,3.68,2.67,0.01,56.15,0.01,,0.0,954.18,2.43,1.55,15.24,0.11,72.9,3.53
Viggiano,40.313888,15.904444,10/11/2021 06:00,0.51,0.56,157.78,0.01,1.24,0.01,2.02,0.04,0.68,3.53,2.57,0.01,46.86,0.01,,0.0,954.51,2.43,2.31,13.56,0.15,83.4,1.12
Viggiano,40.313888,15.904444,10/11/2021 07:00,0.51,0.58,111.98,0.02,1.57,0.01,2.029,0.04,1.79,4.29,2.7,0.01,40.15,0.01,,0.0,955.23,3.42,2.43,12.63,0.19,94.99,1.32
Viggiano,40.313888,15.904444,10/11/2021 08:00,0.51,0.58,67.8,0.01,1.46,0.01,2.029,0.04,1.71,3.8,2.23,0.01,40.57,0.01,,0.0,955.74,63.08,1.76,13.3,0.24,90.36,1.24
Viggiano,40.313888,15.904444,10/11/2021 09:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 10:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 11:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 12:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 13:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 14:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 15:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 16:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 17:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 18:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 19:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 20:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 21:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 22:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,10/11/2021 23:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
Viggiano,40.313888,15.904444,11/11/2021 00:00,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0
